ITT,TRACKLINE,TRIP_DIRECTION,DESCRIPTION,x,y
14,Blue,1,Braddock Road- Track 1; ,-8577574.194958031,4695072.00935536
90,Orange,2,Vienna-Fairfax-GMU- Track 2; ,-8602076.282798575,4704127.360318077
92,Red,2,Grosvenor-Strathmore- Track 2;  Doors operating manually;,-8583184.252016049,4725933.9011566285
95,Green,2,Greenbelt- Track 1;  Doors open right,-8561782.189355116,4723150.648167387
100,Red,2,Bethesda- Track 2;  motion;,-8582019.51618388,4719278.57743749
101,Red,2,Tenleytown-AU- Track 2; ,-8580463.381022079,4714355.865219186
103,Yellow,2,King Street-Old Town- Track 2; ,-8578654.773255162,4693809.860139562
116,Orange,2,West Falls Church- Track 2;  motion;,-8592665.667005384,4707482.982661517
7,Blue,1,Downtown Largo- Track 1; ,-8554144.002494335,4707578.248574757
255,Blue,2,Farragut West- Track 2;  Doors operating manually; Doors open right,-8576105.445596505,4707552.214858087
150,Silver,1,Addison Road-Seat Pleasant- Track 1;  motion;,-8559815.730550252,4705452.572146696
332,Blue,2,Braddock Road- Track 2;  motion;,-8577587.99857489,4695079.867028103
511,Green,1,Waterfront- Track 1;  motion;,-8573555.561340395,4703997.665585987
2,Orange,1,Stadium-Armory- Track 1; ,-8569037.77112604,4705749.184718693
322,Yellow,1,L Enfant Plaza Upper- Track 1; ,-8574036.795499096,4705543.528601117
12,Orange,1,Federal Center SW- Track 1;  motion;,-8573375.001126327,4705215.745953633
225,Silver,2,Ashburn- Track 1; ,-8626483.749071945,4722639.930839246
203,Blue,1,Capitol South- Track 1; ,-8571964.360538995,4705215.316925684
13,Red,1,Takoma- Track 1; ,-8573693.597508978,4718428.53270731
15,Red,1,Rhode Island Avenue- Track 1; ,-8571039.184251012,4710695.195630018
323,Green,1,Gallery Place-Chinatown Lower- Track 1; ,-8574031.452163536,4707125.3858543
120,Blue,1,Franconia-Springfield- Track 2;  Doors open right,-8590305.137203114,4688287.530016606
23,Yellow,2,Huntington- Track 1; ,-8579975.356374443,4692181.5117460145
24,Blue,1,McPherson Square- Track 1;  motion;,-8575322.646937247,4707546.636213195
25,Yellow,2,L Enfant Plaza Upper- Track 2;  motion;,-8574042.918071087,4705229.760876599
207,Blue,1,Benning Road- Track 1;  motion;,-8564772.342197314,4706074.410191953
341,Blue,2,Arlington Cemetery- Track 2; ,-8578627.499979917,4705152.107005803
11,Red,2,Woodley Park Zoo/Adams Morgan- Track 2; ,-8577557.27439543,4711232.785838004
262,Blue,2,Eastern Market- Track 2; ,-8571352.659937086,4705266.51438886
18,Orange,2,Federal Triangle- Track 2;  Doors operating manually; Doors open left,-8574725.19523016,4706475.450132664
34,Red,1,Farragut North- Track 1;  motion;,-8576023.959729245,4707804.544461503
43,Orange,1,Foggy Bottom-GMU- Track 1;  motion;,-8577179.344724188,4707449.654107064
45,Green,2,Branch Avenue- Track 2; ,-8561648.605966164,4696762.69173254
29,Blue,1,Morgan Blvd- Track 1;  Doors open left,-8556870.662101828,4706492.327338957
30,Orange,2,Stadium-Armory- Track 2; ,-8569056.584119983,4705487.610307085
44,Red,1,Tenleytown-AU- Track 1; ,-8580476.628041483,4714349.996558044
505,Silver,2,Foggy Bottom-GMU- Track 2; ,-8577178.34284877,4707465.674686113
51,Orange,2,Rosslyn- Track 2;  motion;,-8579494.344854726,4706789.971491729
47,Silver,1,Farragut West- Track 1;  Doors open right,-8576105.334277015,4707546.779255332
50,Green,1,Columbia Heights- Track 1;  Doors open left,-8575213.77647525,4711292.599337955
48,Red,2,Brookland-CUA- Track 2; ,-8570947.456990598,4711750.227204834
62,Yellow,1,Ronald Reagan Washington National Airport- ,-8576557.848007089,4700914.935826651
60,Silver,1,Loudoun Gateway- Track 1;  motion;,-8622888.463477796,4720525.705997929
297,Silver,1,Potomac Avenue- Track 1;  Doors open left,-8569995.675344316,4704671.610064006
68,Green,2,Southern Ave- Track 2;  motion;,-8568836.171528213,4698909.990472938
75,Yellow,1,Huntington- Track 2;  Doors open right,-8579991.052422645,4692183.654138558
72,Green,2,Mt Vernon Sq- Track 2;  motion;,-8574048.150087155,4708298.779621934
340,Silver,2,Ashburn- Track 2; ,-8626475.288790647,4722646.090810739
74,Red,1,Fort Totten Upper- Track 1;  Doors operating manually;,-8571834.116734767,4714772.40569312
136,Green,2,Waterfront- Track 2;  Doors operating manually; Doors open left,-8573555.450020904,4703983.080394408
76,Red,2,Shady Grove- Track 1; ,-8590023.276252426,4738995.8200239185
273,Blue,2,Capitol Heights- Track 2;  Doors open left,-8561784.972342385,4705852.729430063
14,Blue,1,Braddock Road- Track 1;  motion;,-8577574.194958031,4695072.00935536
90,Orange,2,Vienna-Fairfax-GMU- Track 2; ,-8602076.282798575,4704127.360318077
92,Red,2,Grosvenor-Strathmore- Track 2; ,-8583247.036208857,4726099.129356161
95,Green,2,Greenbelt- Track 1;  Doors open right,-8561708.941130174,4723255.946525495
100,Red,2,Bethesda- Track 2;  motion;,-8582019.51618388,4719278.57743749
101,Red,2,Tenleytown-AU- Track 2;  motion;,-8580463.381022079,4714355.865219186
116,Orange,2,West Falls Church- Track 2;  motion;,-8592665.667005384,4707482.982661517
7,Blue,1,Downtown Largo- Track 1; ,-8554144.002494335,4707578.248574757
255,Blue,2,Farragut West- Track 2; ,-8576105.445596505,4707552.214858087
150,Silver,1,Addison Road-Seat Pleasant- Track 1;  Doors open left,-8559815.730550252,4705452.572146696
201,Silver,2,Greensboro- Track 2;  motion;,-8597661.351793714,4710404.877276421
332,Blue,2,Braddock Road- Track 2;  Doors open left,-8577587.99857489,4695079.867028103
511,Green,1,Waterfront- Track 1;  motion;,-8573555.561340395,4703997.665585987
507,Yellow,2,Ronald Reagan Washington National Airport- Track 2;  motion;,-8576514.990003135,4700705.660914121
12,Orange,1,Federal Center SW- Track 1;  Doors open left,-8573375.001126327,4705215.745953633
225,Silver,2,Ashburn- Track 1; ,-8626483.749071945,4722639.930839246
13,Red,1,Takoma- Track 1; ,-8573693.597508978,4718428.53270731
323,Green,1,Gallery Place-Chinatown Lower- Track 1;  Doors open left,-8574031.452163536,4707125.3858543
120,Blue,1,Franconia-Springfield- Track 2; ,-8590305.137203114,4688287.530016606
23,Yellow,2,Huntington- Track 1; ,-8579975.356374443,4692181.5117460145
24,Blue,1,McPherson Square- Track 1; ,-8575041.565222993,4707546.636213195
25,Yellow,2,L Enfant Plaza Upper- Track 2;  motion;,-8574042.918071087,4705229.760876599
207,Blue,1,Benning Road- Track 1;  motion;,-8564772.342197314,4706074.410191953
341,Blue,2,Arlington Cemetery- Track 2;  motion;,-8578627.499979917,4705152.107005803
257,Green,1,West Hyattsville- Track 1; ,-8568203.097584073,4715265.978193162
262,Blue,2,Eastern Market- Track 2; ,-8571352.659937086,4705266.51438886
18,Orange,2,Federal Triangle- Track 2;  Doors operating manually;,-8574725.19523016,4706475.450132664
34,Red,1,Farragut North- Track 1;  motion;,-8576023.959729245,4707804.544461503
43,Orange,1,Foggy Bottom-GMU- Track 1;  motion;,-8577179.344724188,4707449.654107064
45,Green,2,Branch Avenue- Track 2; ,-8561648.605966164,4696762.69173254
29,Blue,1,Morgan Blvd- Track 1;  Doors open left,-8556870.662101828,4706492.327338957
30,Orange,2,Stadium-Armory- Track 2; ,-8569055.359605586,4705321.573401135
44,Red,1,Tenleytown-AU- Track 1;  motion;,-8580476.628041483,4714349.996558044
505,Silver,2,Foggy Bottom-GMU- Track 2;  motion;,-8577178.34284877,4707465.674686113
51,Orange,2,Rosslyn- Track 2;  Doors open left,-8579494.344854726,4706789.971491729
47,Silver,1,Farragut West- Track 1;  Doors open right,-8576105.334277015,4707546.779255332
50,Green,1,Columbia Heights- Track 1; ,-8575213.77647525,4711292.599337955
62,Yellow,1,Ronald Reagan Washington National Airport- ,-8576595.251355994,4701031.58272955
60,Silver,1,Loudoun Gateway- Track 1; ,-8622888.463477796,4720525.705997929
271,Silver,2,L Enfant Plaza Lower- Track 2; ,-8574058.72543878,4705199.01387704
152,Blue,1,Pentagon- Track 1;  motion;,-8577619.279351803,4702946.29849551
297,Silver,1,Potomac Avenue- Track 1;  Doors open left,-8569995.675344316,4704671.610064006
68,Green,2,Southern Ave- Track 2;  motion;,-8568836.171528213,4698909.990472938
75,Yellow,1,Huntington- Track 2;  Doors open right,-8579991.052422645,4692183.654138558
72,Green,2,Mt Vernon Sq- Track 2;  motion;,-8574048.150087155,4708298.779621934
340,Silver,2,Ashburn- Track 2; ,-8626475.288790647,4722646.090810739
74,Red,1,Fort Totten Upper- Track 1; ,-8571905.472528366,4715002.011258859
136,Green,2,Waterfront- Track 2;  Doors operating manually;,-8573555.450020904,4703983.080394408
76,Red,2,Shady Grove- Track 1; ,-8590023.276252426,4738995.8200239185
273,Blue,2,Capitol Heights- Track 2;  Doors open left,-8561784.972342385,4705852.729430063
14,Blue,1,Braddock Road- Track 1;  motion;,-8577574.194958031,4695072.00935536
90,Orange,2,Vienna-Fairfax-GMU- Track 2; ,-8602076.282798575,4704127.360318077
92,Red,2,Grosvenor-Strathmore- Track 2; ,-8583317.278807547,4726283.993242725
95,Green,2,Greenbelt- Track 1;  Doors open right,-8561708.941130174,4723255.946525495
100,Red,2,Bethesda- Track 2;  motion;,-8582019.51618388,4719278.57743749
101,Red,2,Tenleytown-AU- Track 2;  motion;,-8580463.381022079,4714355.865219186
116,Orange,2,West Falls Church- Track 2;  motion;,-8592665.667005384,4707482.982661517
16,Silver,2,Benning Road- Track 2;  Doors open left,-8564763.770596523,4706085.994932512
7,Blue,1,Downtown Largo- Track 1; ,-8554144.002494335,4707578.248574757
255,Blue,2,Farragut West- Track 2; ,-8576432.168301985,4707552.214858087
150,Silver,1,Addison Road-Seat Pleasant- Track 1;  Doors open left,-8559815.730550252,4705452.572146696
201,Silver,2,Greensboro- Track 2;  motion;,-8597661.351793714,4710404.877276421
332,Blue,2,Braddock Road- Track 2;  Doors open left,-8577587.99857489,4695079.867028103
511,Green,1,Waterfront- Track 1;  Doors open left,-8573555.561340395,4703997.665585987
507,Yellow,2,Ronald Reagan Washington National Airport- Track 2;  motion;,-8576514.990003135,4700705.660914121
12,Orange,1,Federal Center SW- Track 1;  Doors open left,-8573375.001126327,4705215.745953633
225,Silver,2,Ashburn- Track 1; ,-8626483.749071945,4722639.930839246
13,Red,1,Takoma- Track 1; ,-8573693.597508978,4718428.53270731
323,Green,1,Gallery Place-Chinatown Lower- Track 1;  Doors operating manually; Doors open left,-8574031.452163536,4707125.3858543
120,Blue,1,Franconia-Springfield- Track 2; ,-8590183.019721715,4688352.919596243
23,Yellow,2,Huntington- Track 1; ,-8579975.356374443,4692181.5117460145
25,Yellow,2,L Enfant Plaza Upper- Track 2; ,-8574042.918071087,4705229.760876599
207,Blue,1,Benning Road- Track 1;  motion;,-8564772.342197314,4706074.410191953
341,Blue,2,Arlington Cemetery- Track 2;  motion;,-8578627.499979917,4705152.107005803
257,Green,1,West Hyattsville- Track 1; ,-8568203.097584073,4715265.978193162
262,Blue,2,Eastern Market- Track 2; ,-8571448.283379678,4705303.697065735
18,Orange,2,Federal Triangle- Track 2; ,-8574724.749952197,4706676.548159936
34,Red,1,Farragut North- Track 1; ,-8576023.959729245,4707804.544461503
39,Red,1,Woodley Park Zoo/Adams Morgan- Track 1; ,-8577473.005540902,4711011.564807201
31,Red,2,Farragut North- Track 2; ,-8576009.488195442,4707810.981523183
43,Orange,1,Foggy Bottom-GMU- Track 1;  Doors open left,-8577179.344724188,4707449.654107064
45,Green,2,Branch Avenue- Track 2; ,-8561648.605966164,4696762.69173254
222,Red,1,Union Station- Track 1;  motion;,-8572424.221355462,4706997.369257595
29,Blue,1,Morgan Blvd- Track 1;  Doors open left,-8556870.662101828,4706492.327338957
44,Red,1,Tenleytown-AU- Track 1;  Doors open left,-8580476.628041483,4714349.996558044
505,Silver,2,Foggy Bottom-GMU- Track 2; ,-8577518.869171107,4707465.531645115
503,Silver,1,Clarendon- Track 1; ,-8582223.898768974,4705458.578679896
51,Orange,2,Rosslyn- Track 2;  Doors open left,-8579494.344854726,4706789.971491729
47,Silver,1,Farragut West- Track 1;  Doors operating manually; Doors open right,-8576105.334277015,4707546.779255332
50,Green,1,Columbia Heights- Track 1; ,-8575227.357453128,4711467.462835221
60,Silver,1,Loudoun Gateway- Track 1;  Doors open left,-8622888.463477796,4720525.705997929
271,Silver,2,L Enfant Plaza Lower- Track 2;  motion;,-8574058.72543878,4705199.01387704
152,Blue,1,Pentagon- Track 1;  motion;,-8577619.279351803,4702946.29849551
297,Silver,1,Potomac Avenue- Track 1; ,-8569995.675344316,4704671.610064006
68,Green,2,Southern Ave- Track 2; ,-8568836.171528213,4698909.990472938
75,Yellow,1,Huntington- Track 2;  Doors open right,-8579991.052422645,4692183.654138558
72,Green,2,Mt Vernon Sq- Track 2;  motion;,-8574048.150087155,4708298.779621934
340,Silver,2,Ashburn- Track 2; ,-8626475.288790647,4722646.090810739
136,Green,2,Waterfront- Track 2;  Doors operating manually;,-8573555.450020904,4703983.080394408
76,Red,2,Shady Grove- Track 1; ,-8590023.276252426,4738995.8200239185
273,Blue,2,Capitol Heights- Track 2;  Doors open left,-8561784.972342385,4705852.729430063
14,Blue,1,Braddock Road- Track 1;  Doors open left,-8577574.194958031,4695072.00935536
90,Orange,2,Vienna-Fairfax-GMU- Track 2; ,-8602076.282798575,4704127.360318077
95,Green,2,Greenbelt- Track 1;  Doors open right,-8561708.941130174,4723255.946525495
100,Red,2,Bethesda- Track 2; ,-8582019.51618388,4719278.57743749
101,Red,2,Tenleytown-AU- Track 2; ,-8580463.381022079,4714355.865219186
116,Orange,2,West Falls Church- Track 2;  Doors open left,-8592665.667005384,4707482.982661517
16,Silver,2,Benning Road- Track 2;  Doors open left,-8564763.770596523,4706085.994932512
7,Blue,1,Downtown Largo- Track 1; ,-8554144.002494335,4707578.248574757
150,Silver,1,Addison Road-Seat Pleasant- Track 1;  Doors open left,-8559815.730550252,4705452.572146696
201,Silver,2,Greensboro- Track 2;  Doors open left,-8597661.351793714,4710404.877276421
332,Blue,2,Braddock Road- Track 2; ,-8577587.99857489,4695079.867028103
511,Green,1,Waterfront- Track 1;  Doors operating manually; Doors open left,-8573555.561340395,4703997.665585987
507,Yellow,2,Ronald Reagan Washington National Airport- Track 2;  motion;,-8576514.990003135,4700705.660914121
12,Orange,1,Federal Center SW- Track 1; ,-8573375.001126327,4705215.745953633
225,Silver,2,Ashburn- Track 1; ,-8626483.749071945,4722639.930839246
13,Red,1,Takoma- Track 1; ,-8573693.597508978,4718428.53270731
323,Green,1,Gallery Place-Chinatown Lower- Track 1;  motion;,-8574031.452163536,4707125.3858543
120,Blue,1,Franconia-Springfield- Track 2; ,-8590088.286835046,4688394.752014733
23,Yellow,2,Huntington- Track 1; ,-8579975.356374443,4692181.5117460145
25,Yellow,2,L Enfant Plaza Upper- Track 2;  Doors open right,-8574042.918071087,4705229.760876599
207,Blue,1,Benning Road- Track 1;  Doors open left,-8564772.342197314,4706074.410191953
341,Blue,2,Arlington Cemetery- Track 2;  Doors open right,-8578627.499979917,4705152.107005803
257,Green,1,West Hyattsville- Track 1;  motion;,-8568203.097584073,4715265.978193162
34,Red,1,Farragut North- Track 1;  Doors open left,-8576023.959729245,4707804.544461503
39,Red,1,Woodley Park Zoo/Adams Morgan- Track 1;  motion;,-8577473.005540902,4711011.564807201
31,Red,2,Farragut North- Track 2; ,-8576009.488195442,4707810.981523183
43,Orange,1,Foggy Bottom-GMU- Track 1;  Doors open left,-8577179.344724188,4707449.654107064
45,Green,2,Branch Avenue- Track 2; ,-8561648.605966164,4696762.69173254
222,Red,1,Union Station- Track 1;  motion;,-8572424.221355462,4706997.369257595
29,Blue,1,Morgan Blvd- Track 1;  Doors open left,-8556870.662101828,4706492.327338957
44,Red,1,Tenleytown-AU- Track 1;  Doors operating manually; Doors open left,-8580476.628041483,4714349.996558044
503,Silver,1,Clarendon- Track 1;  motion;,-8582223.898768974,4705458.578679896
51,Orange,2,Rosslyn- Track 2; ,-8579494.344854726,4706789.971491729
47,Silver,1,Farragut West- Track 1;  Doors operating manually;,-8576105.334277015,4707546.779255332
50,Green,1,Columbia Heights- Track 1; ,-8575209.212376129,4711607.413041713
60,Silver,1,Loudoun Gateway- Track 1; ,-8622888.463477796,4720525.705997929
271,Silver,2,L Enfant Plaza Lower- Track 2;  motion;,-8574058.72543878,4705199.01387704
152,Blue,1,Pentagon- Track 1;  motion;,-8577619.279351803,4702946.29849551
297,Silver,1,Potomac Avenue- Track 1; ,-8569784.2796313,4704673.326084082
68,Green,2,Southern Ave- Track 2;  Doors open left,-8568836.171528213,4698909.990472938
75,Yellow,1,Huntington- Track 2;  Doors open right,-8579991.052422645,4692183.654138558
72,Green,2,Mt Vernon Sq- Track 2;  Doors open left,-8574048.150087155,4708298.779621934
340,Silver,2,Ashburn- Track 2; ,-8626475.288790647,4722646.090810739
136,Green,2,Waterfront- Track 2; ,-8573287.281367581,4703983.65236231
76,Red,2,Shady Grove- Track 1; ,-8590023.276252426,4738995.8200239185
273,Blue,2,Capitol Heights- Track 2;  Doors open left,-8561784.972342385,4705852.729430063
14,Blue,1,Braddock Road- Track 1;  Doors open left,-8577574.194958031,4695072.00935536
90,Orange,2,Vienna-Fairfax-GMU- Track 2; ,-8602076.282798575,4704127.360318077
95,Green,2,Greenbelt- Track 1;  Doors open right,-8561708.941130174,4723255.946525495
100,Red,2,Bethesda- Track 2;  Doors open left,-8582019.51618388,4719278.57743749
101,Red,2,Tenleytown-AU- Track 2;  Doors open left,-8580463.381022079,4714355.865219186
116,Orange,2,West Falls Church- Track 2; ,-8592665.667005384,4707482.982661517
16,Silver,2,Benning Road- Track 2; ,-8564763.770596523,4706085.994932512
150,Silver,1,Addison Road-Seat Pleasant- Track 1;  Doors open left,-8559815.730550252,4705452.572146696
37,Green,1,Greenbelt- Track 2; ,-8561721.742871616,4723265.401941804
201,Silver,2,Greensboro- Track 2;  Doors open left,-8597661.351793714,4710404.877276421
332,Blue,2,Braddock Road- Track 2; ,-8577721.58196384,4694837.853492046
508,Red,2,Judiciary Square- Track 2; ,-8573469.511374012,4706818.720860248
511,Green,1,Waterfront- Track 1;  Doors operating manually;,-8573555.561340395,4703997.665585987
322,Yellow,1,Archives-Navy Memorial-Penn Quarter- Track 1;  motion;,-8574032.454038953,4706388.490056558
507,Yellow,2,Ronald Reagan Washington National Airport- Track 2;  Doors open left,-8576514.990003135,4700705.660914121
12,Orange,1,Federal Center SW- Track 1; ,-8573141.898112606,4705215.745953633
225,Silver,2,Ashburn- Track 1; ,-8626483.749071945,4722639.930839246
203,Blue,1,Eastern Market- Track 1; ,-8571167.312984915,4705153.251073258
13,Red,1,Takoma- Track 1; ,-8573693.597508978,4718428.53270731
323,Green,1,Gallery Place-Chinatown Lower- Track 1; ,-8574031.340844046,4707443.074233703
91,Silver,2,Innovation Center- Track 2; ,-8617828.102065315,4716059.781318219
23,Yellow,2,Huntington- Track 1; ,-8579975.356374443,4692181.5117460145
24,Blue,1,Metro Center Lower- Track 1; ,-8574736.661137713,4707116.946721713
25,Yellow,2,L Enfant Plaza Upper- Track 2; ,-8574042.918071087,4705229.760876599
207,Blue,1,Benning Road- Track 1;  Doors open left,-8564772.342197314,4706074.410191953
341,Blue,2,Arlington Cemetery- Track 2;  Doors open right,-8578627.499979917,4705152.107005803
257,Green,1,West Hyattsville- Track 1;  Doors open right,-8568203.097584073,4715265.978193162
34,Red,1,Farragut North- Track 1;  Doors open left,-8576023.959729245,4707804.544461503
39,Red,1,Woodley Park Zoo/Adams Morgan- Track 1;  motion;,-8577473.005540902,4711011.564807201
31,Red,2,Farragut North- Track 2;  motion;,-8576009.488195442,4707810.981523183
43,Orange,1,Foggy Bottom-GMU- Track 1;  Doors open left,-8577179.344724188,4707449.654107064
45,Green,2,Branch Avenue- Track 2; ,-8561648.605966164,4696762.69173254
222,Red,1,Union Station- Track 1;  motion;,-8572424.221355462,4706997.369257595
29,Blue,1,Morgan Blvd- Track 1;  Doors open left,-8556870.662101828,4706492.327338957
44,Red,1,Tenleytown-AU- Track 1;  Doors operating manually;,-8580476.628041483,4714349.996558044
503,Silver,1,Clarendon- Track 1;  motion;,-8582223.898768974,4705458.578679896
51,Orange,2,Rosslyn- Track 2; ,0,0
47,Silver,1,Farragut West- Track 1; ,-8575904.847874096,4707546.779255332
60,Silver,1,Loudoun Gateway- Track 1; ,-8622888.463477796,4720525.705997929
271,Silver,2,L Enfant Plaza Lower- Track 2;  motion;,-8574058.72543878,4705199.01387704
152,Blue,1,Pentagon- Track 1;  Doors open left,-8577619.279351803,4702946.29849551
68,Green,2,Southern Ave- Track 2;  Doors operating manually; Doors open left,-8568836.171528213,4698909.990472938
75,Yellow,1,Huntington- Track 2;  Doors open right,-8579991.052422645,4692183.654138558
72,Green,2,Mt Vernon Sq- Track 2;  Doors open left,-8574048.150087155,4708298.779621934
340,Silver,2,Ashburn- Track 2; ,-8626475.288790647,4722646.090810739
76,Red,2,Shady Grove- Track 1; ,-8590023.276252426,4738995.8200239185
273,Blue,2,Capitol Heights- Track 2;  Doors open left,-8561784.972342385,4705852.729430063
14,Blue,1,Braddock Road- Track 1;  motion;,-8577574.194958031,4695072.00935536
90,Orange,2,Vienna-Fairfax-GMU- Track 2; ,-8602076.282798575,4704127.360318077
95,Green,2,Greenbelt- Track 1;  Doors open right,-8561708.941130174,4723255.946525495
100,Red,2,Bethesda- Track 2; ,-8582019.51618388,4719278.57743749
101,Red,2,Tenleytown-AU- Track 2;  Doors operating manually; Doors open left,-8580463.381022079,4714355.865219186
103,Yellow,2,Eisenhower Avenue- Track 2; ,-8579521.172852008,4693118.922957752
116,Orange,2,West Falls Church- Track 2; ,-8592665.667005384,4707482.982661517
16,Silver,2,Benning Road- Track 2; ,-8565098.619624829,4706299.957454337
150,Silver,1,Addison Road-Seat Pleasant- Track 1;  Doors open left,-8559815.730550252,4705452.572146696
37,Green,1,Greenbelt- Track 2; ,-8561721.742871616,4723265.401941804
201,Silver,2,Greensboro- Track 2; ,-8597661.351793714,4710404.877276421
332,Blue,2,Braddock Road- Track 2; ,-8577760.098507656,4694768.279237236
508,Red,2,Judiciary Square- Track 2;  motion;,-8573469.511374012,4706818.720860248
511,Green,1,Waterfront- Track 1; ,-8573843.76750206,4704006.245120224
322,Yellow,1,Archives-Navy Memorial-Penn Quarter- Track 1;  motion;,-8574032.454038953,4706388.490056558
507,Yellow,2,Ronald Reagan Washington National Airport- Track 2;  Doors open left,-8576514.990003135,4700705.660914121
225,Silver,2,Ashburn- Track 1; ,-8626483.749071945,4722639.930839246
203,Blue,1,Eastern Market- Track 1; ,-8571167.312984915,4705153.251073258
13,Red,1,Takoma- Track 1; ,-8573693.597508978,4718428.53270731
15,Red,1,Brookland-CUA- Track 1;  motion;,-8570983.413186124,4712098.9712361265
91,Silver,2,Innovation Center- Track 2;  motion;,-8617828.102065315,4716059.781318219
23,Yellow,2,Huntington- Track 1; ,-8579975.356374443,4692181.5117460145
24,Blue,1,Metro Center Lower- Track 1;  motion;,-8574736.661137713,4707116.946721713
25,Yellow,2,L Enfant Plaza Upper- Track 2; ,-8574042.806751596,4705063.156155659
207,Blue,1,Benning Road- Track 1; ,-8564608.479906866,4705952.9857432265
341,Blue,2,Arlington Cemetery- Track 2;  Doors operating manually; Doors open right,-8578627.499979917,4705152.107005803
257,Green,1,West Hyattsville- Track 1; ,-8568203.097584073,4715265.978193162
18,Orange,2,Metro Center Lower- Track 2; ,-8574717.848143768,4707118.949227115
34,Red,1,Farragut North- Track 1; ,-8576023.959729245,4707804.544461503
39,Red,1,Woodley Park Zoo/Adams Morgan- Track 1;  Doors open left,-8577473.005540902,4711011.564807201
31,Red,2,Farragut North- Track 2;  Doors open left,-8576009.488195442,4707810.981523183
43,Orange,1,Foggy Bottom-GMU- Track 1; ,-8577050.548073338,4707449.797147836
45,Green,2,Branch Avenue- Track 2; ,-8561648.605966164,4696762.69173254
222,Red,1,Union Station- Track 1;  Doors open left,-8572424.221355462,4706997.369257595
29,Blue,1,Morgan Blvd- Track 1;  Doors open left,-8556870.662101828,4706492.327338957
44,Red,1,Tenleytown-AU- Track 1; ,-8580386.681892924,4714133.4310219465
503,Silver,1,Clarendon- Track 1; ,-8582223.898768974,4705458.578679896
51,Orange,2,Rosslyn- Track 2; ,-8579497.684439449,4706507.05916059
47,Silver,1,Farragut West- Track 1; ,-8575764.473996205,4707546.779255332
337,Orange,2,Vienna-Fairfax-GMU- Track 1;  motion;,-8601929.6750292,4704142.9466762375
60,Silver,1,Loudoun Gateway- Track 1; ,-8622600.36863562,4720241.694351561
271,Silver,2,L Enfant Plaza Lower- Track 2;  Doors open left,-8574058.72543878,4705199.01387704
152,Blue,1,Pentagon- Track 1;  Doors open left,-8577619.279351803,4702946.29849551
68,Green,2,Southern Ave- Track 2;  Doors operating manually;,-8568836.171528213,4698909.990472938
75,Yellow,1,Huntington- Track 2;  Doors operating manually; Doors open right,-8579991.052422645,4692183.654138558
72,Green,2,Mt Vernon Sq- Track 2;  Doors open left,-8574048.150087155,4708298.779621934
340,Silver,2,Ashburn- Track 2; ,-8626475.288790647,4722646.090810739
82,Yellow,1,Potomac Yard- Track 1; ,-8576765.904135382,4697807.274654163
76,Red,2,Shady Grove- Track 1; ,-8590023.276252426,4738995.8200239185
273,Blue,2,Capitol Heights- Track 2;  Doors open left,-8561784.972342385,4705852.729430063
14,Blue,1,Braddock Road- Track 1; ,-8577459.313243533,4695280.025428781
90,Orange,2,Vienna-Fairfax-GMU- Track 2; ,-8602076.282798575,4704127.360318077
95,Green,2,Greenbelt- Track 1;  Doors open right,-8561708.941130174,4723255.946525495
100,Red,2,Bethesda- Track 2; ,-8582088.42294868,4719507.712200472
160,Silver,1,East Falls Church- Track 1; ,-8589074.945510358,4705351.748726643
101,Red,2,Tenleytown-AU- Track 2;  motion;,-8580463.381022079,4714355.865219186
103,Yellow,2,Eisenhower Avenue- Track 2;  motion;,-8579521.172852008,4693118.922957752
116,Orange,2,West Falls Church- Track 2; ,-8593047.381539315,4707464.387317219
16,Silver,2,Benning Road- Track 2; ,-8565098.619624829,4706299.957454337
7,Blue,1,Downtown Largo- Track 1; ,-8554144.002494335,4707578.248574757
255,Blue,2,Foggy Bottom-GMU- Track 2;  motion;,-8577178.34284877,4707465.674686113
150,Silver,1,Addison Road-Seat Pleasant- Track 1;  Doors open left,-8559815.730550252,4705452.572146696
37,Green,1,Greenbelt- Track 2;  motion;,-8561721.742871616,4723265.401941804
201,Silver,2,Greensboro- Track 2; ,-8597768.107185384,4710546.243678156
508,Red,2,Judiciary Square- Track 2; ,-8573469.511374012,4706818.720860248
111,Orange,2,Cheverly- Track 2;  motion;,-8562325.317150695,4709740.424324978
509,Green,2,West Hyattsville- Track 2; ,-8568208.106961157,4715268.268608766
322,Yellow,1,Archives-Navy Memorial-Penn Quarter- Track 1;  motion;,-8574032.454038953,4706388.490056558
507,Yellow,2,Ronald Reagan Washington National Airport- Track 2;  Doors open left,-8576514.990003135,4700705.660914121
225,Silver,2,Ashburn- Track 1; ,-8626483.749071945,4722639.930839246
203,Blue,1,Eastern Market- Track 1; ,-8571167.312984915,4705153.251073258
13,Red,1,Takoma- Track 1; ,-8573693.597508978,4718428.53270731
15,Red,1,Brookland-CUA- Track 1;  motion;,-8570983.413186124,4712098.971236125
91,Silver,2,Innovation Center- Track 2; ,-8617828.102065315,4716059.781318219
23,Yellow,2,Huntington- Track 1; ,-8579975.356374443,4692181.5117460145
24,Blue,1,Metro Center Lower- Track 1;  motion;,-8574736.661137713,4707116.946721713
207,Blue,1,Benning Road- Track 1; ,-8564608.479906866,4705952.9857432265
341,Blue,2,Arlington Cemetery- Track 2;  Doors operating manually;,-8578627.499979917,4705152.107005803
